Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
29,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,1994,10,5,462,5.1,0,0.59,0.2,33.3,0,0,16.2,0,0,0,20.6,32.4,63.6,334.5,101.6,10.2,14.1,72.2,7.84,12.2,64.5,1.57,4.12,38.1,0,1.18,1.37,1.18,0,2.75,32.4,31.6,0.78,0.59,0.39,5.1,0,0.98,0,0,0,0,20.8,5.69,5.88,22,6.47,1.76,0.2,0.2,20.6,0,1.37,1.57,0.59,2.16,1.76,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,3.33,2.16,1.37,1.18,0.78,0.78,1.76,44.4,0.98,17.6,5.88,33.3,2.94,9.8,4.9,1.76,0,0,1.76,0.78,4.12,1.76,0.2,46.7,1.37,7.65,22.9,17.5,2.94,46.3,1.57,2.94,53.3,1.57,0.2,27.3,102.2,61.6,2.94,0.2,0.59,2.35,0.98,34.3,30,87.4,2.75,0.2,0,0,1.57,2.55,0.2,0.98,2.16,0,0,0,6.67,1.96,1.76,52.6
30,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,27,1995,10,10,900,10,0,0.3,0,0,0,0,18.2,0,0,0,42.6,50.7,84,982.6,286.5,10.4,11.5,90.4,21.2,23.1,91.8,10.8,15.1,71.5,0,0.1,2.4,0.2,0.1,2.6,50.7,49.8,0.9,0.9,0,4.3,0.6,0.1,0,0,0,0,39.5,2.6,8.6,9.2,37.9,2,0,0.5,42.6,0.3,1.3,0.8,0.8,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.7,1.6,0.7,0.1,0.5,1.1,45.5,0.6,8.9,3.4,38.2,5,3.8,0.1,1.3,0.5,0,0.8,0.8,3.2,3.6,0.1,58.3,8.6,33.4,27.7,1.4,0.3,57.5,0.1,0.1,100,0.1,0,39,227.8,117.9,3.4,0.4,0,0.2,0.5,38.7,38.4,99.2,0,0.2,0,0,0.8,0.4,0,0.1,1.7,0,0.1,0,10.2,1.4,1.8,43.8
31,Ola Aina,NGA,DF,Torino,Serie A,26,1996,10,7,580,6.4,0.16,0.94,0.47,50,0.17,0.33,17.3,0,0,0,41.9,55.2,75.9,769.1,332.3,18.4,20.9,88.1,16.9,21.1,80,5.47,10.6,51.5,0,1.09,3.44,1.41,0.78,4.84,55.2,44.1,11.1,0.94,0,4.22,1.72,3.59,0,0,0,0,31.1,11.3,12.8,11.4,29.8,2.5,10.2,0,41.9,0.47,1.41,1.09,1.88,1.88,1.56,0,0.31,0,0,0,0.16,0.16,0,0,0,0,0,2.34,1.25,0.47,1.41,0.47,1.25,1.72,72.7,0.47,10.5,3.13,29.9,3.91,3.59,2.97,2.5,0.16,0,2.34,1.56,3.91,1.72,0,68.3,3.13,15.8,33.6,24.4,1.88,58,1.88,3.59,52.2,1.88,0.16,40.2,244.7,137.7,6.56,2.5,0.63,1.88,0.94,44.4,40.2,90.5,2.03,0.47,0,0,1.72,2.03,0.16,3.59,1.25,0,0.16,0,8.13,1.88,0.78,70.6
32,Rayan Aït Nouri,FRA,DF,Wolves,Premier League,21,2001,9,7,649,7.2,0,0.83,0.28,33.3,0,0,14.7,0,0,0,42.8,51,83.9,721.3,266.4,21.9,24.3,90.3,17.8,20,88.9,2.64,4.31,61.3,0,0.83,3.19,1.67,0.56,5,51,42.5,8.47,0.56,0,6.67,0.42,1.25,0,0,0,0,34.3,10.7,5.97,34.7,5.28,1.94,7.92,0.14,42.8,0.14,0.42,1.39,2.22,1.81,1.39,0,0.42,0,0,0,0,0,0,0,0,0,0,2.22,1.11,1.81,0.28,0.14,0.42,0.83,50,0.42,15.4,5,32.4,6.53,6.39,2.5,1.39,0,0,1.39,1.39,3.61,1.81,0,63.6,3.19,18.9,25.3,23.8,2.92,55.1,2.08,3.75,55.6,2.5,0.28,42.6,202.8,140.1,6.94,1.67,0.42,1.25,1.53,44.7,39.9,89.1,4.03,0.14,0,0,1.25,1.11,0,1.25,1.11,0,0.14,0.14,7.22,1.39,1.53,47.6
33,Emanuel Aiwum,AUT,DF,Cremonese,Serie A,21,2000,8,6,517,5.7,0,0.53,0.18,33.3,0,0,14.7,0,0,0,39.3,49.3,79.7,736.7,249.3,14.4,15.3,94.3,20.2,23.9,84.6,4.04,8.6,46.9,0,0.53,2.81,0.7,0,2.98,49.3,41.9,7.37,1.93,0,4.74,0.88,0.18,0,0,0,0,34,4.74,10.5,4.91,38.4,1.23,4.39,0,39.3,0.18,0.88,0.7,1.23,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,3.68,1.93,2.11,1.4,0.18,1.4,2.11,66.7,0.7,13.7,3.68,26.9,5.44,6.49,1.75,1.58,1.05,0,0.53,1.75,5.44,3.33,0,59.6,7.54,30.4,27.9,5.26,0.53,52.6,0.53,0.88,60,0.53,0.18,36.3,203.2,109.3,2.81,0.88,0,0.35,0.18,36,34,94.6,0.18,0.35,0,0,1.93,0.7,0,0.18,1.93,0,0,0,7.89,1.23,1.23,50
34,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,1998,5,5,420,4.7,0,0.21,0,0,0,0,5,0,0,0,33,41.5,79.5,634.7,267.7,13.8,15.3,90.3,14.9,17.7,84.3,3.83,6.6,58.1,0,0,2.77,0,0,2.34,41.5,35.5,5.96,1.28,0,4.47,0.43,0.21,0,0,0,0,27,5.74,8.72,1.49,32.1,1.91,4.68,0,33,0,0.64,1.91,1.49,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0.64,0.64,0.21,0.43,0.85,1.49,57.1,0.64,6.6,2.34,35.5,3.62,1.91,1.06,1.7,0.64,0,1.06,1.28,2.55,2.34,0,50.4,6.6,24.9,21.3,7.66,1.06,44.7,0.64,1.06,60,0.64,0,29.6,155.1,80.4,1.7,0,0,0.21,0.85,31.5,29.6,93.9,1.49,0,0,0,1.06,1.06,0,0.21,0.64,0,0.21,0,6.81,1.91,1.49,56.3
35,Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,28,1994,7,4,339,3.8,0.26,2.89,0.79,27.3,0,0,15.1,0.26,0.26,0.26,24.7,32.9,75.2,351.1,29.2,14.7,18.4,80,7.37,10,73.7,1.05,1.84,57.1,0,1.58,0.79,0.53,0,0.79,32.9,32.1,0.79,0,0,9.74,0.26,0.26,0,0,0,0,17.1,11.3,4.47,19.2,3.95,3.68,0,1.84,24.7,0,0.26,1.84,0.53,2.11,2.11,0,0,0,0,0,0.26,0.26,0,0,0,0,0,0.26,0,0,0.26,0,0.26,0.26,100,0,7.89,2.37,30,0.26,3.16,4.47,0.53,0,0,0.53,0.26,0.53,0.53,0,41.3,0.53,3.42,21.6,17.9,6.32,40,0,0.53,0,0,0,17.4,73.4,32.4,1.84,1.05,0,1.58,0.26,54.5,35,64.3,8.16,0.26,0,0,1.84,1.58,0.26,0.26,0,0,0,0,2.63,4.74,5.26,47.4
36,Manuel Akanji,SUI,DF,Manchester City,Premier League,27,1995,5,5,450,5,0,0.6,0,0,0,0,12.7,0,0,0,65.8,70.4,93.5,1256,363.4,24.8,26,95.4,32.8,34.4,95.3,7.4,9.2,80.4,0,0,3.2,0,0,2.8,70.4,67.2,3.2,1.4,0,5.2,0.8,0,0,0,0,0,59.6,4.4,6.4,15,50.4,3,1.8,0,65.8,0,0.8,0.6,0.2,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.4,1,1.2,0,2,2.4,83.3,0.4,8.2,2.6,31.7,4.2,3.2,0.8,1.4,0.2,0,1.2,1.2,3.4,1.8,0,78.8,6.6,33.8,45.2,4.4,0.8,75.8,0.4,0.6,66.7,0.4,0,54,269.6,158.6,4.8,0.4,0,0.4,0.4,61.6,59.2,96.1,0.8,0.2,0,0,1.6,0.4,0,0,1.4,0,0,0,8.2,1.2,1.4,46.2
37,Nathan Aké,NED,DF,Manchester City,Premier League,27,1995,7,6,481,5.3,0,0.57,0,0,0,0,10.6,0,0,0,89.2,96,92.9,1698.5,568.1,30,31.7,94.6,48.7,51.1,95.2,8.49,10.2,83.3,0,0.19,6.6,0,0,3.4,96,92.8,3.21,1.13,0,6.04,1.13,0.38,0,0,0,0,81.3,6.6,8.11,70.6,17.4,3.77,2.08,0,89.2,0,0.57,1.32,0.57,0.57,0.38,0,0,0.19,0,0,0,0,0,0,0,0,0,0.94,0.94,0.75,0.19,0,0.38,0.38,100,0,4.15,0.94,22.7,1.89,1.89,0.38,1.13,0.57,0,0.57,0.94,1.89,1.89,0,101.7,7.55,44,60.6,5.28,1.51,98.9,0,0,0,0,0,77.7,390,234.5,4.34,0.19,0.19,0.19,0,85.7,83.6,97.6,0.19,0,0,0,0.19,0.75,0,0.38,0.94,0,0,0,8.68,2.64,0.94,73.7
38,Sergio Akieme,ESP,DF,Almería,La Liga,24,1997,11,11,990,11,0,1.27,0.45,35.7,0,0,22.7,0,0,0,33,41.5,79.6,591.9,227.2,15.3,17.5,87,13.1,15.4,85.2,4,7.27,55,0,0.64,1.73,0.82,0.64,1.82,41.5,32.7,8.73,0.91,0,4.64,1.45,2.18,0,0,0,0,23,9.18,9.27,28.9,2.82,1.36,7.82,0,33,0.45,0.55,0.91,1.09,1.73,1.27,0,0.09,0.18,0.09,0.09,0.09,0.09,0,0,0,0,0,2.18,1.36,1.18,0.82,0.18,0.55,1.09,50,0.55,9.36,3.27,35,4.09,4,1.27,2,0.09,0,1.91,0.82,3,2.09,0,51.6,4.09,17.3,24.1,13.9,1.36,43.1,0.82,1.36,60,0.82,0,31.2,211.2,120.9,5.27,1.64,0.55,0.45,0.73,31.5,28.1,89.3,1.64,0.27,0,0,0.82,0.82,0,2.18,1.36,0,0,0,7,0.64,1,38.9
39,Maghnes Akliouche,FRA,MFFW,Monaco,Ligue 1,20,2002,4,2,174,1.9,0,0.53,0.53,100,0,0,8.1,0,0,0,28.9,37.9,76.4,417.4,98.4,17.9,20.5,87.2,10.5,14.2,74.1,0.53,1.05,50,0,2.63,1.05,1.58,0.53,3.68,37.9,37.9,0,0,0,4.74,0.53,2.11,0,0,0,0,33.2,2.11,2.63,32.6,5.26,0,0,0,28.9,0.53,0,2.63,2.11,3.16,2.63,0,0,0,0,0.53,0,0,0,0,0,0,0,3.16,2.11,1.05,2.11,0,0.53,1.05,50,0.53,22.1,8.42,38.1,5.79,7.89,8.42,1.05,0,0,1.05,0.53,3.68,1.58,0,51.6,1.58,8.95,20.5,26.8,4.21,51.6,1.05,3.68,28.6,2.11,0.53,34.2,154.2,81.1,4.21,2.63,0,1.05,2.63,50.5,39.5,78.1,4.74,1.05,0,0,1.05,0.53,0,2.11,2.11,0,0,0,4.21,0.53,1.58,25
40,Paul Akouokou,CIV,MF,Betis,La Liga,24,1997,4,1,117,1.3,0,0.77,0.77,100,0,0,23,0,0,0,46.9,49.2,95.3,944.6,176.9,20,20.8,96.3,13.8,13.8,100,13.1,13.8,94.4,0,0,5.38,0.77,0,2.31,49.2,46.9,2.31,2.31,0,4.62,3.08,0,0,0,0,0,41.5,2.31,5.38,6.92,42.3,0,0,0,46.9,0,0,0.77,0.77,0.77,0,0,0,0.77,0,0,0,0,0,0,0,0,0,3.08,2.31,1.54,1.54,0,2.31,3.08,75,0.77,16.2,3.08,19,9.23,6.92,0,1.54,0,0,1.54,1.54,4.62,0.77,0,58.5,4.62,12.3,40,6.92,0,56.2,0,0.77,0,0,0,36.9,96.2,24.6,0.77,0,0,0.77,0,40.8,40,98.1,0,0,0,0,0.77,0.77,0,0,2.31,0,0,0,9.23,0,1.54,0
41,Jean-Daniel Akpa-Akpro,CIV,MF,Empoli,Serie A,30,1992,2,0,58,0.6,0,1.67,0,0,0,0,21.2,0,0,0,25,28.3,88.2,413.3,115,11.7,11.7,100,11.7,13.3,87.5,1.67,1.67,100,0,1.67,0,1.67,0,1.67,28.3,28.3,0,0,0,3.33,0,1.67,0,0,0,0,21.7,5,1.67,1.67,21.7,3.33,0,0,25,0,0,0,1.67,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,1.67,0,0,0,0,0,0,25,8.33,33.3,5,13.3,6.67,3.33,1.67,0,1.67,1.67,3.33,1.67,0,43.3,3.33,11.7,21.7,13.3,0,43.3,1.67,3.33,50,1.67,0,28.3,165,50,1.67,1.67,0,3.33,1.67,31.7,25,78.9,3.33,3.33,1.67,0,5,0,0,1.67,1.67,0,0,0,10,1.67,1.67,50
42,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,1995,9,6,577,6.4,0,0.16,0,0,0,0,9,0,0,0,32.7,41.3,79.2,680,255.3,10.8,12.3,87.3,16.3,17.7,92,5.31,9.69,54.8,0,0.16,3.44,0.31,0,3.44,41.3,39.4,1.88,1.25,0,4.84,1.09,0.16,0,0,0,0,30,3.13,8.13,5.16,32,1.72,0.63,0.16,32.7,0,1.41,0.63,1.25,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,4.22,2.5,2.34,1.41,0.47,1.41,2.34,60,0.94,14.8,4.69,31.6,7.03,6.56,1.25,2.81,0.78,0.16,2.03,1.56,5.78,3.59,0,55.3,5.63,26.3,28.6,4.06,0.78,53.8,0.31,0.63,50,0.31,0,33.1,149.2,74.1,2.19,0.63,0.16,0.78,1.41,33.1,32.2,97.2,0.16,0.47,0,0,1.72,0.94,0,0.16,2.5,0,0,0,8.44,2.5,2.5,50
43,David Alaba,AUT,DF,Real Madrid,La Liga,30,1992,11,10,895,9.9,0.1,1.01,0.1,10,0.1,1,20.7,0.51,0,0,50.4,56.6,89.1,876.2,279.8,25.1,26.2,95.8,19.5,21.1,92.3,5.05,7.58,66.7,0.3,1.01,4.04,0.4,0.1,2.73,56.6,51.8,4.75,1.72,0.2,3.74,1.01,0.71,0.2,0.2,0,0,45.6,5.05,5.96,45.5,7.07,0.91,2.73,0,50.4,0.4,1.01,0.61,0.61,1.41,1.11,0.2,0,0.1,0,0,0.4,0.3,0,0,0.1,0,0,0.61,0.51,0.4,0.2,0,0.3,0.4,75,0.1,6.57,2.02,30.8,1.92,3.03,1.62,0.91,0.4,0,0.51,1.01,1.62,1.62,0,62.6,6.26,25.2,28.8,13.6,1.52,57.5,0.1,0.2,50,0.1,0,42.7,198.9,112.4,4.24,1.92,0.1,0.61,0.3,47.8,45.9,96,1.92,0.2,0,0,0.61,0.2,0,0.71,0.51,0,0,0,6.57,0.51,0.4,55.6
44,Tomás Alarcón,CHI,MF,Cádiz,La Liga,23,1999,4,2,223,2.5,0,0.8,0.4,50,0,0,36,0,0,0,30,38,78.9,768.8,176.8,7.2,9.2,78.3,12.8,16,80,9.2,12,76.7,0,0.4,3.2,0.4,0,4,38,34.8,3.2,2.4,0,5.2,4,0.8,0.8,0.4,0.4,0,23.2,3.6,11.2,1.2,32.8,2.4,0,0.4,30,0,0.8,0.4,0.4,0.8,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,1.6,0.8,0.4,0.4,0.8,0.4,0.4,100,0,14.8,4,27,1.6,7.2,6,0.4,0,0,0.4,1.6,3.2,0.8,0,46.4,1.2,11.6,23.2,13.2,0.8,43.2,0.4,0.8,50,0.4,0,26.8,95.2,47.2,2.4,0.4,0,0.4,0.8,31.6,30,94.9,2.4,0.8,0.4,0.4,1.6,1.6,0,0.8,0.8,0,0,0,7.6,1.6,0.8,66.7
45,Lucas Alario,ARG,FW,Eint Frankfurt,Bundesliga,30,1992,6,2,220,2.4,0.42,3.33,0.83,25,0.13,0.5,14.3,0,0,0,15.8,18.3,86.4,233.3,26.7,8.33,10.4,80,6.67,7.08,94.1,0.42,0.42,100,0,0.42,1.25,0,0,0.42,18.3,15.4,2.92,0,0,4.58,0,0,0,0,0,0,11.7,4.58,2.08,1.25,12.1,2.92,0,0.42,15.8,0,0,0,0,2.08,1.67,0,0.42,0,0,0,0.42,0.42,0,0,0,0,0,2.08,2.08,1.25,0,0.83,0,0,0,0,16.7,5.83,35,1.67,5.42,9.58,0.42,0,0,0.42,0,2.08,2.5,0,32.5,2.5,5,12.9,16.7,6.67,29.6,0.83,1.25,66.7,0.83,0.42,14.2,58.3,26.3,1.25,0.42,0.42,3.33,1.25,34.6,19.6,56.6,6.25,0,0,0,2.08,0.42,1.25,0,2.08,0,0,0,4.58,3.75,7.08,34.6
46,Jordi Alba,ESP,DF,Barcelona,La Liga,33,1989,7,4,412,4.6,0,0.87,0,0,0,0,23.3,0,0,0,91.5,104.1,87.9,1590.7,497,45.4,50.9,89.3,34.3,36.3,94.6,9.13,12.6,72.4,0.22,2.17,11.3,2.83,0.87,8.26,104.1,92.2,12,3.04,0,3.04,1.96,3.04,0,0,0,0,77.4,14.1,12.6,82.8,9.35,2.17,8.91,0.22,91.5,0,0.65,3.26,2.83,3.26,2.61,0.43,0.22,0,0,0,0.22,0.22,0,0,0,0,0,1.09,1.09,0.65,0.43,0,0.43,1.96,22.2,1.52,7.61,2.39,31.4,4.35,2.17,1.09,1.74,0.22,0,1.52,1.09,2.17,0.87,0,110.2,2.17,20,63,33.3,2.17,98.7,0.22,0.65,33.3,0.22,0,79.8,291.5,150,7.39,1.96,0.22,0,0.22,85.7,82.4,96.2,2.61,0.22,0,0,0.87,0.22,0.43,3.04,1.09,0,0,0,10.7,0.65,1.3,33.3
47,Luis Alberto,ESP,MF,Lazio,Serie A,30,1992,10,3,379,4.2,0.71,1.67,1.19,71.4,0.43,0.6,17.6,0,0,0,49,61.7,79.5,848.8,279.8,23.1,26,89,18.1,21.9,82.6,5.71,10,57.1,0,2.14,3.57,2.62,0,6.19,61.7,53.8,7.86,2.62,0.48,6.67,2.14,2.14,4.05,1.43,1.9,0,43.6,7.38,10.7,3.1,56.4,1.19,0.24,0,49,0.48,1.19,1.67,0.95,3.57,1.9,1.43,0.24,0,0,0,0.95,0.95,0,0,0,0,0,1.67,1.19,1.19,0.24,0.24,0.71,2.86,25,2.14,15.5,4.76,30.8,5.48,6.9,3.1,0.71,0.24,0,0.48,0.71,2.38,0.24,0,71.4,1.43,13.3,37.9,24.8,2.62,63.6,0.95,2.14,44.4,1.19,0,48.8,263.8,153.1,5,3.33,0.48,0.95,1.19,56,51.4,91.9,2.86,0.24,0,0,1.19,0.71,0,2.14,1.19,0,0,0,6.9,0.71,0.71,50
48,Raúl Albiol,ESP,DF,Villarreal,La Liga,37,1985,11,11,979,10.9,0,0.09,0,0,0,0,30,0,0,0,51.6,58.1,88.8,1259.1,343.2,8.81,9.45,93.2,28.5,30.2,94.5,13.5,17.4,77.4,0,0,2.84,0.37,0,3.03,58.1,56.2,1.83,1.56,0,3.85,2.48,0,0,0,0,0,44.6,4.04,9.45,9.08,46.1,1.74,0,0,51.6,0.18,0.83,0.64,0.28,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.55,0.73,0.28,0.09,0.55,0.64,85.7,0.09,4.86,2.2,45.3,2.66,2.02,0.18,1.38,0.73,0,0.64,0.83,1.93,5.14,0,67,11.8,39.6,33.2,1.93,0.28,65.3,0,0.18,0,0,0,42.7,336.8,218,3.21,0.18,0,0.09,0,47.8,47.4,99.2,0,0.28,0,0,0.83,0.92,0,0,0.55,0,0,0,8.62,2.2,1.1,66.7
49,Marc Albrighton,ENG,MF,Leicester City,Premier League,32,1989,2,0,18,0.2,0,5,0,0,0,0,9.4,0,0,0,45,75,60,525,135,35,55,63.6,10,20,50,0,0,0,0,0,0,0,0,0,75,75,0,0,0,15,0,0,0,0,0,0,65,0,10,0,70,0,0,5,45,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,0,0,5,5,5,0,0,0,0,0,0,0,0,85,0,10,20,55,10,85,0,0,0,0,0,50,95,20,0,0,0,0,0,90,80,88.9,10,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0
50,Thiago Alcántara,ESP,MF,Liverpool,Premier League,31,1991,5,5,374,4.2,0,0.24,0,0,0,0,32.4,0,0,0,61.7,72.1,85.5,1228.6,365.2,23.8,25.5,93.5,25,28.1,89,10,13.8,72.4,0,1.19,6.9,0.71,0,8.1,72.1,69,3.1,2.38,0,11,3.33,0,0,0,0,0,51.7,7.14,13.3,5,62.6,2.62,0.24,0.24,61.7,0.24,1.19,1.67,1.9,2.14,1.9,0,0,0,0,0.24,0.24,0.24,0,0,0,0,0,2.38,1.9,0.71,1.67,0,0.95,1.9,50,0.95,14,5.71,40.7,5.71,7.86,0.48,1.19,0.24,0,0.95,2.38,4.76,0.48,0,82.9,2.38,18.1,56.7,11.4,0.24,80.2,0.71,0.95,75,0.71,0,59.5,239.5,121.2,5,0.71,0,0.24,1.19,65,60.7,93.4,2.62,0.24,0,0,2.14,3.81,0,0,1.9,0,0.24,0,11,1.43,2.14,40
51,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,1991,7,4,408,4.5,0,2,0,0,0,0,22.1,0.22,0,0,32,40.4,79.1,745.6,188.9,10,12.4,80.4,14.4,16.7,86.7,7.56,10.9,69.4,0,1.11,4,0.44,0.22,2.89,40.4,37.6,2.89,1.78,0,4.67,2.67,0.67,0.44,0,0.44,0,28,2.44,10,4.22,33.3,2.44,0,0,32,0,0.89,1.78,0.22,1.33,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,2,1.33,0.89,1.11,0,0.44,2.44,18.2,2,19.1,5.78,30.2,9.11,7.56,2.44,0.44,0,0,0.44,0.89,2.89,1.56,0,52.4,2.44,14.9,32,9.56,1.11,49.8,0.44,0.89,50,0.44,0,32.4,180.4,78.4,3.11,0.89,0.22,2.22,1.11,32,30.4,95.1,0.67,1.11,0.22,0.22,2.22,2,0,0.67,1.33,0,0,0,13.1,1.33,1.33,50
52,Iván Alejo,ESP,MFFW,Cádiz,La Liga,27,1995,9,7,558,6.2,0,1.13,0.16,14.3,0,0,24.4,0,0,0,14.7,24.2,60.7,246.8,74.4,8.55,11.6,73.6,4.52,7.42,60.9,1.45,3.71,39.1,0,0.81,0.65,0.97,0.81,0.48,24.2,23.2,0.97,0.16,0,3.71,0.97,4.35,0,0,0,0,11.1,5.48,7.58,1.94,17.9,1.94,0.81,0,14.7,0.16,0.32,0.48,2.74,1.94,1.45,0.16,0,0.16,0.16,0,0.16,0.16,0,0,0,0,0,3.06,1.61,1.77,0.81,0.48,1.13,3.23,35,2.1,24.8,5.48,22.1,7.9,10.6,6.29,1.45,0,0,1.45,0.97,4.03,1.29,0,40.3,2.58,9.68,15.3,19.2,1.94,39.5,0.81,2.42,33.3,0.97,0,26.5,159.5,94,4.35,1.77,0.16,1.77,2.74,34.7,24.7,71.2,4.68,0.65,0,0,3.23,3.23,0.16,4.35,1.61,0,0,0,7.26,1.77,1.61,52.4
53,Doðan Alemdar,TUR,GK,Rennes,Ligue 1,19,2002,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,20,29.2,68.5,659.2,496.4,3.6,3.6,100,7.2,7.2,100,9.2,18.4,50,0,0,0.4,0,0,0,29.2,19.2,10,2.8,0,0.8,0.4,0,0,0,0,0,12.8,0.8,15.6,2.4,24,0,0,1.6,20,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,32,26.4,32,0,0,0,22.4,0,0,0,0,0,12.4,30,12.4,0,0,0,0,0.4,14.8,14.8,100,0,0,0,0,0,0.4,0,0,0,0,0,0,2.8,0,0,0
54,Carles Aleñá,ESP,MF,Getafe,La Liga,24,1998,10,10,769,8.5,0.24,1.41,0.47,33.3,0.17,0.5,22.7,0,0,0,26.9,35.3,76.3,492.4,112.1,11.4,13.3,85.8,11.6,13.6,85.3,3.18,5.65,56.3,0.12,0.47,3.29,0.47,0,2.94,35.3,34.7,0.59,0.47,0,7.18,1.18,0.82,0,0,0,0,26.4,3.18,5.76,28.7,4.71,0.82,0.12,0.24,26.9,0.12,0.59,1.06,1.41,1.41,1.18,0,0,0.12,0.12,0,0.24,0.24,0,0,0,0,0,0.82,0.59,0.35,0.35,0.12,0.12,1.65,7.1,1.53,20.9,4.47,21.3,5.76,11.2,4,1.29,0,0,1.29,0.82,1.65,0.71,0,45.6,0.59,6.24,28.6,13.3,0.94,45.2,0.82,1.29,63.6,0.82,0.12,33.5,142.9,71.1,2.94,1.18,0.24,1.41,1.29,36.9,33.2,89.8,3.65,0.59,0,0,2.82,2.59,0.12,0.82,0.59,0,0,0,7.29,1.06,1.29,45
55,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24,1998,11,9,735,8.2,0.12,1.59,0.37,23.1,0.08,0.33,20.9,0.12,0,0,64,89,71.9,1450.5,668,21.6,24.3,88.9,26.7,33,80.8,15,29.3,51.3,0,2.56,7.8,4.02,1.34,9.63,89,71.5,17.6,1.34,0.24,5,6.34,4.76,3.9,1.1,2.56,0.24,45.7,13,30.2,12.8,62,1.22,12.3,0,64,0.85,1.71,3.29,2.07,4.39,2.8,1.34,0,0.24,0,0,0.24,0.24,0,0,0,0,0,1.46,0.73,0.98,0.12,0.37,0.73,1.71,42.9,0.98,9.39,3.66,39,3.41,3.78,2.2,1.22,0,0,1.22,1.95,3.41,1.22,0,97.7,2.56,19.5,49.4,32.3,2.07,80.2,0.49,0.98,50,0.61,0,57.3,209.4,113.4,5,0.98,0.37,0.37,0.24,65.1,60.2,92.5,3.29,0.24,0,0,0.61,0.12,0.24,4.76,0.73,0,0,0,12.8,0.73,0.61,54.5
56,Alejandro Alfaro,ESP,MF,Elche,La Liga,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,5,5,100,25,0,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,10,0,0,0,0,0,0,0,0,10,0,5,5,5,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,15,10,66.7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
